Date-Time,Total Power
02/01/2017 00:00:06,15402
2/1/2017 0:00,15493
2/1/2017 0:01,15449
2/1/2017 0:01,15614
2/1/2017 0:02,15608
2/1/2017 0:02,15875
2/1/2017 0:03,16901
2/1/2017 0:03,17744
2/1/2017 0:04,15267
2/1/2017 0:04,15285
2/1/2017 0:05,15266
2/1/2017 0:05,15279
2/1/2017 0:06,15365
2/1/2017 0:06,15361
2/1/2017 0:07,15567
2/1/2017 0:07,15691
2/1/2017 0:08,15641
2/1/2017 0:08,15660
2/1/2017 0:09,15655
2/1/2017 0:09,15616
2/1/2017 0:10,15285
2/1/2017 0:10,15371
2/1/2017 0:11,15300
2/1/2017 0:11,15273
2/1/2017 0:12,15274
2/1/2017 0:12,16668
2/1/2017 0:13,16657
2/1/2017 0:13,16653
2/1/2017 0:14,16538
2/1/2017 0:14,16581
2/1/2017 0:15,16584
2/1/2017 0:15,16521
2/1/2017 0:16,16599
2/1/2017 0:16,16569
2/1/2017 0:17,16530
2/1/2017 0:17,16566
2/1/2017 0:18,16647
2/1/2017 0:18,16587
2/1/2017 0:19,16527
2/1/2017 0:19,16543
2/1/2017 0:20,16544
2/1/2017 0:20,16504
2/1/2017 0:21,16514
2/1/2017 0:21,16427
2/1/2017 0:22,16368
2/1/2017 0:22,16408
2/1/2017 0:23,16301
2/1/2017 0:23,16469
2/1/2017 0:24,16490
2/1/2017 0:24,16468
2/1/2017 0:25,16447
2/1/2017 0:25,16563
2/1/2017 0:26,18637
2/1/2017 0:26,16530
2/1/2017 0:27,16591
2/1/2017 0:27,16646
2/1/2017 0:28,16612
2/1/2017 0:28,16705
2/1/2017 0:29,16717
2/1/2017 0:29,16677
2/1/2017 0:30,16477
2/1/2017 0:30,16379
2/1/2017 0:31,16403
2/1/2017 0:31,16346
2/1/2017 0:32,16304
2/1/2017 0:32,16289
2/1/2017 0:33,15091
2/1/2017 0:33,15176
2/1/2017 0:34,15296
2/1/2017 0:34,15405
2/1/2017 0:35,15148
2/1/2017 0:35,15242
2/1/2017 0:36,15212
2/1/2017 0:36,15242
2/1/2017 0:37,15196
2/1/2017 0:37,15168
2/1/2017 0:38,15126
2/1/2017 0:38,15168
2/1/2017 0:39,15151
2/1/2017 0:39,15195
2/1/2017 0:40,15128
2/1/2017 0:40,15189
2/1/2017 0:41,15150
2/1/2017 0:41,15164
2/1/2017 0:42,15112
2/1/2017 0:42,15222
2/1/2017 0:43,15093
2/1/2017 0:43,15284
2/1/2017 0:44,15339
2/1/2017 0:44,15328
2/1/2017 0:45,15424
2/1/2017 0:45,15417
2/1/2017 0:46,15476
2/1/2017 0:46,15446
2/1/2017 0:47,15313
2/1/2017 0:47,15246
2/1/2017 0:48,15235
2/1/2017 0:48,15375
2/1/2017 0:49,15452
2/1/2017 0:49,15402
2/1/2017 0:50,15280
2/1/2017 0:50,15255
2/1/2017 0:51,15235
2/1/2017 0:51,15264
2/1/2017 0:52,15242
2/1/2017 0:52,15343
2/1/2017 0:53,15162
2/1/2017 0:53,15181
2/1/2017 0:54,15226
2/1/2017 0:54,15347
2/1/2017 0:55,15319
2/1/2017 0:55,15412
2/1/2017 0:56,15177
2/1/2017 0:56,15171
2/1/2017 0:57,15078
2/1/2017 0:57,15098
2/1/2017 0:58,15059
2/1/2017 0:58,15077
2/1/2017 0:59,15041
2/1/2017 0:59,14981
2/1/2017 1:00,15062
2/1/2017 1:00,15101
2/1/2017 1:01,15082
2/1/2017 1:01,15052
2/1/2017 1:02,15075
2/1/2017 1:02,15105
2/1/2017 1:03,15081
2/1/2017 1:03,15060
2/1/2017 1:04,15063
2/1/2017 1:04,15000
2/1/2017 1:05,15080
2/1/2017 1:05,15116
2/1/2017 1:06,15222
2/1/2017 1:06,15185
2/1/2017 1:07,15261
2/1/2017 1:07,15362
2/1/2017 1:08,15361
2/1/2017 1:08,15402
2/1/2017 1:09,15398
2/1/2017 1:09,15423
2/1/2017 1:11,15274
2/1/2017 1:12,15201
2/1/2017 1:12,15158
2/1/2017 1:13,15141
2/1/2017 1:13,15174
2/1/2017 1:14,15125
2/1/2017 1:14,15170
2/1/2017 1:15,15220
2/1/2017 1:15,15250
2/1/2017 1:16,15170
2/1/2017 1:16,15188
2/1/2017 1:17,15174
2/1/2017 1:17,15133
2/1/2017 1:18,15096
2/1/2017 1:18,15109
2/1/2017 1:19,14994
2/1/2017 1:19,15141
2/1/2017 1:20,14691
2/1/2017 1:20,14955
2/1/2017 1:21,15055
2/1/2017 1:21,15006
2/1/2017 1:22,15067
2/1/2017 1:22,14994
2/1/2017 1:23,15042
2/1/2017 1:24,15060
2/1/2017 1:24,15059
2/1/2017 1:25,15041
2/1/2017 1:25,15073
2/1/2017 1:26,15095
2/1/2017 1:26,15127
2/1/2017 1:27,15115
2/1/2017 1:27,15050
2/1/2017 1:28,14982
2/1/2017 1:28,15066
2/1/2017 1:29,15029
2/1/2017 1:29,15030
2/1/2017 1:30,14972
2/1/2017 1:30,15030
2/1/2017 1:31,15011
2/1/2017 1:31,15053
2/1/2017 1:32,15074
2/1/2017 1:32,15129
2/1/2017 1:33,15092
2/1/2017 1:33,15154
2/1/2017 1:34,15081
2/1/2017 1:34,15073
2/1/2017 1:35,15077
2/1/2017 1:35,15174
2/1/2017 1:36,15133
2/1/2017 1:36,15135
2/1/2017 1:37,15075
2/1/2017 1:37,15111
2/1/2017 1:38,15293
2/1/2017 1:38,15320
2/1/2017 1:39,15283
2/1/2017 1:39,15315
2/1/2017 1:40,15352
2/1/2017 1:40,15326
2/1/2017 1:41,15369
2/1/2017 1:41,15410
2/1/2017 1:42,15467
2/1/2017 1:42,15462
2/1/2017 1:43,15370
2/1/2017 1:43,15180
2/1/2017 1:44,15255
2/1/2017 1:44,15405
2/1/2017 1:45,15436
2/1/2017 1:45,15504
2/1/2017 1:46,15480
2/1/2017 1:46,15450
2/1/2017 1:47,15500
2/1/2017 1:47,15467
2/1/2017 1:48,15517
2/1/2017 1:48,15546
2/1/2017 1:49,15582
2/1/2017 1:49,15498
2/1/2017 1:50,15570
2/1/2017 1:50,15512
2/1/2017 1:51,15417
2/1/2017 1:51,15321
2/1/2017 1:52,15395
2/1/2017 1:52,15375
2/1/2017 1:53,15391
2/1/2017 1:53,15409
2/1/2017 1:54,15381
2/1/2017 1:54,15376
2/1/2017 1:55,15377
2/1/2017 1:55,15425
2/1/2017 1:56,15446
2/1/2017 1:56,15514
2/1/2017 1:57,15572
2/1/2017 1:57,15697
2/1/2017 1:58,15655
2/1/2017 1:58,15643
2/1/2017 1:59,15732
2/1/2017 1:59,15599
2/1/2017 2:00,15456
2/1/2017 2:00,16862
2/1/2017 2:01,16840
2/1/2017 2:01,16819
2/1/2017 2:02,16671
2/1/2017 2:02,16746
2/1/2017 2:03,16707
2/1/2017 2:03,16668
2/1/2017 2:04,16614
2/1/2017 2:04,16672
2/1/2017 2:05,16648
2/1/2017 2:05,16674
2/1/2017 2:06,16713
2/1/2017 2:06,16759
2/1/2017 2:07,16826
2/1/2017 2:07,16868
2/1/2017 2:08,16909
2/1/2017 2:08,17037
2/1/2017 2:09,16935
2/1/2017 2:09,16953
2/1/2017 2:10,16928
2/1/2017 2:10,17041
2/1/2017 2:11,16980
2/1/2017 2:11,17001
2/1/2017 2:12,16996
2/1/2017 2:12,17010
2/1/2017 2:13,16979
2/1/2017 2:13,16907
2/1/2017 2:14,16787
2/1/2017 2:14,16635
2/1/2017 2:15,16722
2/1/2017 2:15,16712
2/1/2017 2:16,16765
2/1/2017 2:16,16744
2/1/2017 2:17,16731
2/1/2017 2:17,16741
2/1/2017 2:18,16652
2/1/2017 2:18,16679
2/1/2017 2:19,16667
2/1/2017 2:19,16681
2/1/2017 2:20,16684
2/1/2017 2:20,16698
2/1/2017 2:21,16710
2/1/2017 2:21,16729
2/1/2017 2:22,16694
2/1/2017 2:22,16703
2/1/2017 2:23,16711
2/1/2017 2:23,16680
2/1/2017 2:24,16640
2/1/2017 2:24,16681
2/1/2017 2:25,16661
2/1/2017 2:25,16820
2/1/2017 2:26,16845
2/1/2017 2:26,16878
2/1/2017 2:27,16964
2/1/2017 2:27,16938
2/1/2017 2:28,16981
2/1/2017 2:28,17009
2/1/2017 2:29,16801
2/1/2017 2:29,16797
2/1/2017 2:30,16759
2/1/2017 2:30,16793
2/1/2017 2:31,16718
2/1/2017 2:31,16731
2/1/2017 2:32,16741
2/1/2017 2:32,16755
2/1/2017 2:33,16729
2/1/2017 2:33,16735
2/1/2017 2:34,16558
2/1/2017 2:34,16622
2/1/2017 2:35,16559
2/1/2017 2:35,16611
2/1/2017 2:36,16497
2/1/2017 2:36,16667
2/1/2017 2:37,16784
2/1/2017 2:37,16797
2/1/2017 2:38,16722
2/1/2017 2:38,16797
2/1/2017 2:39,16793
2/1/2017 2:39,16788
2/1/2017 2:40,16844
2/1/2017 2:40,16870
2/1/2017 2:41,16638
2/1/2017 2:41,16605
2/1/2017 2:42,16770
2/1/2017 2:42,16687
2/1/2017 2:43,16657
2/1/2017 2:43,16709
2/1/2017 2:44,16710
2/1/2017 2:44,16671
2/1/2017 2:45,16621
2/1/2017 2:45,16616
2/1/2017 2:46,16632
2/1/2017 2:46,16659
2/1/2017 2:47,16638
2/1/2017 2:47,16544
2/1/2017 2:48,16616
2/1/2017 2:48,16592
2/1/2017 2:49,16530
2/1/2017 2:49,16532
2/1/2017 2:50,16513
2/1/2017 2:50,16496
2/1/2017 2:51,16348
2/1/2017 2:51,16378
2/1/2017 2:52,16359
2/1/2017 2:52,16258
2/1/2017 2:53,16382
2/1/2017 2:53,16347
2/1/2017 2:54,16363
2/1/2017 2:54,16365
2/1/2017 2:55,16371
2/1/2017 2:55,16467
2/1/2017 2:56,16569
2/1/2017 2:56,16486
2/1/2017 2:57,16412
2/1/2017 2:57,16333
2/1/2017 2:58,16297
2/1/2017 2:58,16373
2/1/2017 2:59,16335
2/1/2017 2:59,16298
2/1/2017 3:00,16343
2/1/2017 3:00,16371
2/1/2017 3:01,16347
2/1/2017 3:01,16413
2/1/2017 3:02,16429
2/1/2017 3:02,16417
2/1/2017 3:03,16366
2/1/2017 3:03,16335
2/1/2017 3:04,16443
2/1/2017 3:04,15163
2/1/2017 3:05,15114
2/1/2017 3:05,15072
2/1/2017 3:06,15030
2/1/2017 3:06,15051
2/1/2017 3:07,15041
2/1/2017 3:07,15054
2/1/2017 3:08,14981
2/1/2017 3:08,14998
2/1/2017 3:09,15064
2/1/2017 3:09,15059
2/1/2017 3:10,15097
2/1/2017 3:10,15095
2/1/2017 3:11,15087
2/1/2017 3:11,15049
2/1/2017 3:12,15084
2/1/2017 3:12,15074
2/1/2017 3:13,16133
2/1/2017 3:13,16368
2/1/2017 3:14,16339
2/1/2017 3:14,16347
2/1/2017 3:15,16289
2/1/2017 3:15,16326
2/1/2017 3:16,16260
2/1/2017 3:16,16294
2/1/2017 3:17,16380
2/1/2017 3:17,16432
2/1/2017 3:18,16409
2/1/2017 3:18,16372
2/1/2017 3:19,16431
2/1/2017 3:19,16424
2/1/2017 3:20,16331
2/1/2017 3:20,16291
2/1/2017 3:21,16336
2/1/2017 3:21,15074
2/1/2017 3:22,16215
2/1/2017 3:22,16273
2/1/2017 3:23,15016
2/1/2017 3:23,15032
2/1/2017 3:24,16196
2/1/2017 3:24,15259
2/1/2017 3:25,14993
2/1/2017 3:25,15304
2/1/2017 3:26,16290
2/1/2017 3:26,16183
2/1/2017 3:27,16204
2/1/2017 3:27,14970
2/1/2017 3:28,15049
2/1/2017 3:28,15019
2/1/2017 3:29,15027
2/1/2017 3:29,15094
2/1/2017 3:30,15084
2/1/2017 3:30,15037
2/1/2017 3:31,15023
2/1/2017 3:31,16365
2/1/2017 3:32,16268
2/1/2017 3:32,18365
2/1/2017 3:33,16341
2/1/2017 3:33,15038
2/1/2017 3:34,16024
2/1/2017 3:34,16293
2/1/2017 3:35,16270
2/1/2017 3:35,16199
2/1/2017 3:36,15507
2/1/2017 3:36,14904
2/1/2017 3:37,14872
2/1/2017 3:37,16151
2/1/2017 3:38,14852
2/1/2017 3:38,16210
2/1/2017 3:39,16157
2/1/2017 3:39,16193
2/1/2017 3:40,16128
2/1/2017 3:40,16205
2/1/2017 3:41,16218
2/1/2017 3:41,16259
2/1/2017 3:42,16263
2/1/2017 3:42,16266
2/1/2017 3:43,16244
2/1/2017 3:43,16179
2/1/2017 3:44,16105
2/1/2017 3:44,16171
2/1/2017 3:45,16117
2/1/2017 3:45,16128
2/1/2017 3:46,16053
2/1/2017 3:46,16132
2/1/2017 3:47,16355
2/1/2017 3:47,16410
2/1/2017 3:48,16367
2/1/2017 3:48,16379
2/1/2017 3:49,16363
2/1/2017 3:49,16577
2/1/2017 3:50,16476
2/1/2017 3:50,16507
2/1/2017 3:51,16545
2/1/2017 3:51,16527
2/1/2017 3:52,16405
2/1/2017 3:52,16422
2/1/2017 3:53,15583
2/1/2017 3:53,16535
2/1/2017 3:54,16281
2/1/2017 3:54,16347
2/1/2017 3:55,16344
2/1/2017 3:55,16384
2/1/2017 3:56,16250
2/1/2017 3:56,16320
2/1/2017 3:57,16257
2/1/2017 3:57,16339
2/1/2017 3:58,16277
2/1/2017 3:58,16299
2/1/2017 3:59,16328
2/1/2017 3:59,16297
2/1/2017 4:00,16300
2/1/2017 4:00,16256
2/1/2017 4:01,15261
2/1/2017 4:01,15245
2/1/2017 4:02,15325
2/1/2017 4:02,15287
2/1/2017 4:03,15325
2/1/2017 4:03,15324
2/1/2017 4:04,15281
2/1/2017 4:04,15320
2/1/2017 4:05,15300
2/1/2017 4:05,15228
2/1/2017 4:06,15207
2/1/2017 4:06,15273
2/1/2017 4:07,15323
2/1/2017 4:07,15242
2/1/2017 4:08,15224
2/1/2017 4:08,15277
2/1/2017 4:09,15270
2/1/2017 4:09,15309
2/1/2017 4:10,15072
2/1/2017 4:10,16465
2/1/2017 4:11,16346
2/1/2017 4:11,16300
2/1/2017 4:12,16321
2/1/2017 4:12,16253
2/1/2017 4:13,15072
2/1/2017 4:13,16260
2/1/2017 4:14,16256
2/1/2017 4:14,16236
2/1/2017 4:15,16230
2/1/2017 4:15,15121
2/1/2017 4:16,15146
2/1/2017 4:16,15197
2/1/2017 4:17,15132
2/1/2017 4:17,15134
2/1/2017 4:18,15185
2/1/2017 4:18,15144
2/1/2017 4:19,15160
2/1/2017 4:19,15200
2/1/2017 4:20,15212
2/1/2017 4:20,15191
2/1/2017 4:21,15215
2/1/2017 4:21,15270
2/1/2017 4:22,15203
2/1/2017 4:22,15246
2/1/2017 4:23,15226
2/1/2017 4:23,15236
2/1/2017 4:24,15223
2/1/2017 4:24,15272
2/1/2017 4:25,15214
2/1/2017 4:25,15185
2/1/2017 4:26,15244
2/1/2017 4:26,15208
2/1/2017 4:27,15282
2/1/2017 4:27,15364
2/1/2017 4:28,15455
2/1/2017 4:28,15503
2/1/2017 4:29,15492
2/1/2017 4:29,15582
2/1/2017 4:30,15561
2/1/2017 4:30,15579
2/1/2017 4:31,15330
2/1/2017 4:31,16438
2/1/2017 4:32,16486
2/1/2017 4:32,16437
2/1/2017 4:33,16381
2/1/2017 4:33,15156
2/1/2017 4:34,15142
2/1/2017 4:34,15055
2/1/2017 4:35,15566
2/1/2017 4:35,16238
2/1/2017 4:36,16289
2/1/2017 4:36,16312
2/1/2017 4:37,16348
2/1/2017 4:37,16332
2/1/2017 4:38,16375
2/1/2017 4:38,16341
2/1/2017 4:39,16220
2/1/2017 4:39,16297
2/1/2017 4:40,16218
2/1/2017 4:40,16289
2/1/2017 4:41,15261
2/1/2017 4:41,15376
2/1/2017 4:42,16343
2/1/2017 4:42,16401
2/1/2017 4:43,16447
2/1/2017 4:43,16412
2/1/2017 4:44,16320
2/1/2017 4:44,16351
2/1/2017 4:45,16407
2/1/2017 4:45,16404
2/1/2017 4:46,16399
2/1/2017 4:46,16369
2/1/2017 4:47,15304
2/1/2017 4:47,15356
2/1/2017 4:48,15295
2/1/2017 4:48,15372
2/1/2017 4:49,15204
2/1/2017 4:49,15259
2/1/2017 4:50,15245
2/1/2017 4:50,15290
2/1/2017 4:51,15231
2/1/2017 4:51,15236
2/1/2017 4:52,15237
2/1/2017 4:52,15271
2/1/2017 4:53,14994
2/1/2017 4:53,16306
2/1/2017 4:54,16203
2/1/2017 4:54,14913
2/1/2017 4:55,15533
2/1/2017 4:55,16146
2/1/2017 4:56,16160
2/1/2017 4:56,16173
2/1/2017 4:57,16130
2/1/2017 4:57,14997
2/1/2017 4:58,16167
2/1/2017 4:58,16245
2/1/2017 4:59,16200
2/1/2017 4:59,16253
2/1/2017 5:00,16222
2/1/2017 5:00,16234
2/1/2017 5:01,16213
2/1/2017 5:01,16179
2/1/2017 5:02,14968
2/1/2017 5:02,14976
2/1/2017 5:03,14975
2/1/2017 5:03,15884
2/1/2017 5:04,16252
2/1/2017 5:04,16172
2/1/2017 5:05,16251
2/1/2017 5:05,16088
2/1/2017 5:06,16139
2/1/2017 5:06,16132
2/1/2017 5:07,16181
2/1/2017 5:07,16119
2/1/2017 5:08,16147
2/1/2017 5:08,16150
2/1/2017 5:09,16108
2/1/2017 5:09,16080
2/1/2017 5:10,16033
2/1/2017 5:10,16123
2/1/2017 5:11,16101
2/1/2017 5:11,16199
2/1/2017 5:12,16148
2/1/2017 5:12,16190
2/1/2017 5:13,16127
2/1/2017 5:13,16278
2/1/2017 5:14,16225
2/1/2017 5:14,16151
2/1/2017 5:15,16053
2/1/2017 5:15,16157
2/1/2017 5:16,16124
2/1/2017 5:16,16163
2/1/2017 5:17,16164
2/1/2017 5:17,18189
2/1/2017 5:18,14980
2/1/2017 5:18,16234
2/1/2017 5:19,14894
2/1/2017 5:19,16210
2/1/2017 5:20,16132
2/1/2017 5:20,16120
2/1/2017 5:21,16180
2/1/2017 5:21,16225
2/1/2017 5:22,16206
2/1/2017 5:22,16233
2/1/2017 5:23,16305
2/1/2017 5:23,16365
2/1/2017 5:24,16309
2/1/2017 5:24,16257
2/1/2017 5:25,16216
2/1/2017 5:25,16210
2/1/2017 5:26,16198
2/1/2017 5:26,16160
2/1/2017 5:27,14909
2/1/2017 5:27,15494
2/1/2017 5:28,14847
2/1/2017 5:28,14877
2/1/2017 5:29,14857
2/1/2017 5:29,14939
2/1/2017 5:30,16301
2/1/2017 5:30,16208
2/1/2017 5:31,16171
2/1/2017 5:31,16129
2/1/2017 5:32,16203
2/1/2017 5:32,16139
2/1/2017 5:33,14886
2/1/2017 5:33,16188
2/1/2017 5:34,16103
2/1/2017 5:34,16106
2/1/2017 5:35,16130
2/1/2017 5:35,16122
2/1/2017 5:36,16122
2/1/2017 5:36,16279
2/1/2017 5:37,16186
2/1/2017 5:37,15054
2/1/2017 5:38,16390
2/1/2017 5:38,16346
2/1/2017 5:39,16322
2/1/2017 5:39,16150
2/1/2017 5:40,16114
2/1/2017 5:40,16191
2/1/2017 5:41,16060
2/1/2017 5:41,16067
2/1/2017 5:42,16166
2/1/2017 5:42,16199
2/1/2017 5:43,17964
2/1/2017 5:43,14868
2/1/2017 5:44,16096
2/1/2017 5:44,16049
2/1/2017 5:45,16038
2/1/2017 5:45,16139
2/1/2017 5:46,16096
2/1/2017 5:46,16118
2/1/2017 5:47,16128
2/1/2017 5:47,16122
2/1/2017 5:48,16087
2/1/2017 5:48,15969
2/1/2017 5:49,15948
2/1/2017 5:49,15996
2/1/2017 5:50,15985
2/1/2017 5:50,16043
2/1/2017 5:51,16126
2/1/2017 5:51,16123
2/1/2017 5:52,16083
2/1/2017 5:52,16212
2/1/2017 5:53,16130
2/1/2017 5:53,16139
2/1/2017 5:54,14864
2/1/2017 5:54,14944
2/1/2017 5:55,16141
2/1/2017 5:55,16127
2/1/2017 5:56,16158
2/1/2017 5:56,15137
2/1/2017 5:57,16165
2/1/2017 5:57,15133
2/1/2017 5:58,16066
2/1/2017 5:58,16061
2/1/2017 5:59,16115
2/1/2017 5:59,16107
2/1/2017 6:00,14833
2/1/2017 6:00,16034
2/1/2017 6:01,14988
2/1/2017 6:01,14868
2/1/2017 6:02,14957
2/1/2017 6:02,15142
2/1/2017 6:03,14897
2/1/2017 6:03,16227
2/1/2017 6:04,16135
2/1/2017 6:04,16215
2/1/2017 6:05,16233
2/1/2017 6:05,16178
2/1/2017 6:06,15252
2/1/2017 6:06,16253
2/1/2017 6:07,16253
2/1/2017 6:07,16202
2/1/2017 6:08,14984
2/1/2017 6:08,14974
2/1/2017 6:09,16184
2/1/2017 6:10,16298
2/1/2017 6:10,16288
2/1/2017 6:11,16361
2/1/2017 6:11,16259
2/1/2017 6:12,16287
2/1/2017 6:12,16351
2/1/2017 6:13,16236
2/1/2017 6:13,16251
2/1/2017 6:14,16177
2/1/2017 6:14,16204
2/1/2017 6:15,16181
2/1/2017 6:15,16203
2/1/2017 6:16,16164
2/1/2017 6:16,16103
2/1/2017 6:17,16079
2/1/2017 6:18,14975
2/1/2017 6:18,15079
2/1/2017 6:19,15023
2/1/2017 6:19,15183
2/1/2017 6:20,16403
2/1/2017 6:20,16390
2/1/2017 6:21,16243
2/1/2017 6:21,16235
2/1/2017 6:22,16297
2/1/2017 6:22,16325
2/1/2017 6:23,16304
2/1/2017 6:23,16266
2/1/2017 6:24,16224
2/1/2017 6:24,16254
2/1/2017 6:25,16202
2/1/2017 6:25,16285
2/1/2017 6:26,16259
2/1/2017 6:26,16407
2/1/2017 6:27,16391
2/1/2017 6:27,15306
2/1/2017 6:28,15387
2/1/2017 6:28,15392
2/1/2017 6:29,15269
2/1/2017 6:29,15350
2/1/2017 6:30,16645
2/1/2017 6:30,16492
2/1/2017 6:31,16420
2/1/2017 6:31,16323
2/1/2017 6:32,18297
2/1/2017 6:32,16227
2/1/2017 6:33,16195
2/1/2017 6:33,16198
2/1/2017 6:34,16120
2/1/2017 6:34,16110
2/1/2017 6:35,16054
